TXN_DATE_TIME,TRANSACTION_ID,CUSTOMER_ID,POLICY_EFF_DT,LOSS_DT,DUREE_CONTRAT_MOIS,REPORT_DT,INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CUSTOMER_NAME,STATE,POSTAL_CODE,MARITAL_STATUS,MAITAL_STATUS_NUM,AGE,TENURE,PRIME_CUMULEE,MARGE_CONTRAT_A_DATE,EMPLOYMENT_STATUS,ETAT_EMPLOYEE,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,CUSTOMER_EDUCATION_LEVEL,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,AGENT_ID,VENDOR_ID,DATE_OF_JOINING
2021-01-31,TXN00006157,A00001373,2018-02-03,2021-01-24,35,2021-01-26,Mobile,11.99,300,Carolyn Rickard,MA,2155,N,0,37,23,805,505,Y,1,3,M,Own,LI,High School,A,Minor Loss,Other,1,1,TN,Nashville,9,AGENT00575,VNDR00005,2015-04-12
2021-01-31,TXN00006158,A00003301,2010-09-10,2021-01-30,124,2021-01-30,Mobile,7.08,600,Dennis Coffee,CT,6040,Y,1,55,49,6076,5476,Y,1,6,M,Own,LI,Masters,A,Minor Loss,Police,1,0,CT,Manchester,0,AGENT00427,VNDR00255,2001-01-10
2021-01-31,TXN00006159,A00003426,2018-09-01,2021-01-14,28,2021-01-19,Property,130.1,25000,Debbra Wilcox,OK,73159,Y,1,62,90,2520,-22480,Y,1,4,L,Own,HI,High School,A,Minor Loss,Ambulance,1,0,OK,Edmond,10,AGENT01138,VNDR00591,1991-08-29
2021-01-31,TXN00006160,A00003024,2015-01-19,2021-01-20,72,2021-01-25,Mobile,6.56,700,Joel Brown,MD,21061,Y,1,31,61,4392,3692,Y,1,6,M,Rent,MI,Masters,A,Total Loss,Police,1,1,AR,Fayetteville,19,AGENT00515,VNDR00078,2004-09-30
2021-01-31,TXN00006161,A00009506,2013-10-11,2021-01-12,87,2021-01-17,Property,106.87,10000,John Kelly,AL,36116,N,0,26,46,4002,-5998,Y,1,7,M,Own,MI,Bachelor,A,Minor Loss,Ambulance,1,1,MD,Millersville,12,AGENT00733,VNDR00406,2004-11-04
2021-01-31,TXN00006162,A00003868,2013-09-11,2021-01-28,88,2021-01-28,Property,80.88,34000,Margaret Tijerina,FL,32408,Y,1,43,119,10472,-23528,Y,1,3,L,Mortgage,HI,College,A,Total Loss,Ambulance,1,1,CA,Whitmore,8,AGENT01016,VNDR00049,2004-10-07
2021-01-31,TXN00006163,A00005507,2012-03-31,2021-01-21,105,2021-01-24,Travel,99.44,5000,Gary York,AR,72703,Y,1,49,113,11865,6865,Y,1,3,L,Rent,LI,High School,A,Minor Loss,Ambulance,1,1,CA,Mountain View,17,AGENT00497,VNDR00415,2007-07-17
2021-01-31,TXN00006164,A00006429,2014-05-26,2021-01-28,80,2021-01-28,Property,90.92,25000,Erika Bryant,MD,21060,Y,1,25,65,5200,-19800,Y,1,4,L,Mortgage,HI,High School,A,Minor Loss,Ambulance,1,0,AK,Anchorage,14,AGENT00691,VNDR00002,2002-04-27
2021-01-31,TXN00006165,A00002365,2015-04-14,2021-01-18,69,2021-01-23,Property,135.1,31000,David Guillory,DC,20020,N,0,53,60,4140,-26860,Y,1,6,H,Own,HI,College,A,Major Loss,Police,1,1,AZ,Mesa,8,AGENT00524,VNDR00451,1990-10-12
2021-01-31,TXN00006166,A00005796,2018-06-22,2021-01-21,30,2021-01-24,Health,199.11,15000,Robert Bell,CA,94544,Y,1,28,82,2460,-12540,Y,1,6,L,Mortgage,LI,High School,A,Total Loss,Ambulance,1,1,CA,Vallejo,9,AGENT01063,VNDR00451,2012-03-17
2021-01-31,TXN00006167,A00007058,2013-09-23,2021-01-28,88,2021-01-28,Life,85.08,19000,Victor Bellinger,DC,20003,Y,1,32,31,2728,-16272,Y,1,7,L,Rent,HI,High School,A,Major Loss,Other,1,1,AK,Anchorage,17,AGENT00807,VNDR00451,2000-08-18
2021-01-31,TXN00006168,A00007336,2016-06-12,2021-01-20,55,2021-01-25,Health,176.86,20000,Matthew Block,GA,31415,N,0,55,118,6490,-13510,Y,1,3,M,Mortgage,HI,High School,A,Minor Loss,Police,1,0,CO,Arvada,6,AGENT00498,VNDR00408,1991-03-20
2021-01-31,TXN00006169,A00003281,2013-09-26,2021-01-17,87,2021-01-22,Property,84.82,31000,Marie Bui,MA,2346,Y,1,52,115,10005,-20995,N,0,3,M,Mortgage,MI,College,A,Minor Loss,Ambulance,1,0,FL,Panama City,21,AGENT00103,VNDR00327,1995-07-06
2021-01-31,TXN00006170,A00001220,2016-05-01,2021-01-12,56,2021-01-17,Property,123.62,14000,George Taylor,AZ,85301,Y,1,46,11,616,-13384,Y,1,6,H,Rent,HI,Bachelor,A,Total Loss,Ambulance,0,1,CT,Manchester,13,AGENT00226,VNDR00430,1999-06-10
2021-01-31,TXN00006171,A00009683,2012-03-12,2021-01-21,106,2021-01-24,Travel,64.05,2000,Francis Bryant,FL,32408,Y,1,41,25,2650,650,Y,1,2,H,Rent,LI,High School,A,Total Loss,Ambulance,0,1,GA,Savannah,19,AGENT01028,VNDR00425,2013-03-17
2021-01-31,TXN00006173,A00002367,2012-10-23,2021-01-19,98,2021-01-24,Travel,65.66,1000,Robert Pless,AK,99503,Y,1,42,36,3528,2528,Y,1,3,L,Mortgage,MI,Bachelor,A,Major Loss,Ambulance,1,1,VT,Newport,5,AGENT01196,VNDR00451,2005-09-14
2021-01-31,TXN00006174,A00002662,2015-01-21,2021-01-17,71,2021-01-22,Life,73.24,29000,Kimberly Neally,AK,99507,N,0,40,101,7171,-21829,N,0,4,L,Own,MI,Bachelor,A,Major Loss,Ambulance,0,1,AK,Anchorage,6,AGENT00451,VNDR00451,2008-05-31
2021-02-01,TXN00006175,A00009159,2017-05-23,2021-01-12,43,2021-01-17,Travel,73.74,4000,Tony Marta,FL,32404,Y,1,53,81,3483,-517,Y,1,5,M,Rent,LI,Bachelor,A,Minor Loss,Other,1,1,MD,Hanover,8,AGENT00960,VNDR00450,2001-02-18
2021-02-01,TXN00006176,A00008361,2015-04-08,2021-01-23,69,2021-01-26,Health,115.34,11000,Candice Priem,DC,20037,Y,1,50,46,3174,-7826,Y,1,6,M,Mortgage,MI,College,A,Major Loss,Police,1,1,MA,Gardner,20,AGENT00115,VNDR00319,1992-05-29
2021-02-01,TXN00006177,A00007481,2013-12-27,2021-01-14,84,2021-01-19,Life,90.49,60000,Vernita Fuller,AL,36108,Y,1,47,17,1428,-58572,N,0,7,M,Rent,MI,High School,A,Minor Loss,Police,1,0,OK,Del City,9,AGENT00171,VNDR00510,2007-12-27
2021-02-01,TXN00006178,A00007500,2016-03-01,2021-01-30,58,2021-01-30,Motor,112.23,3000,Leroy Fletcher,CO,80002,Y,1,30,61,3538,538,Y,1,3,L,Own,HI,Bachelor,A,Minor Loss,Ambulance,0,1,MD,Annapolis,17,AGENT00256,VNDR00189,1995-09-09
2021-02-01,TXN00006179,A00009386,2014-04-10,2021-01-14,81,2021-01-19,Motor,108.16,10000,William Boone,AL,36104,Y,1,26,21,1701,-8299,Y,1,5,M,Mortgage,MI,Bachelor,A,Total Loss,Police,1,1,AL,Montgomery,8,AGENT00731,VNDR00139,2006-04-28
2021-02-01,TXN00006180,A00002900,2013-12-28,2021-01-30,85,2021-01-30,Life,76.55,70000,Gladys Ly,VT,5641,N,0,28,82,6970,-63030,Y,1,5,M,Mortgage,LI,Masters,A,Major Loss,Ambulance,0,0,TN,Nashville,6,AGENT00633,VNDR00115,2016-09-18
2021-02-01,TXN00006181,A00004572,2017-07-02,2021-01-24,42,2021-01-27,Motor,132.64,4000,Cassie Beck,VT,5477,Y,1,57,85,3570,-430,Y,1,3,L,Mortgage,HI,Bachelor,A,Total Loss,Ambulance,1,1,FL,Panama City Beach,20,AGENT00636,VNDR00078,2010-01-19
2021-02-01,TXN00006182,A00004305,2016-06-01,2021-01-30,55,2021-01-30,Life,95.57,57000,Reggie Banderas,MD,21401,Y,1,64,100,5500,-51500,N,0,5,L,Mortgage,LI,High School,A,Minor Loss,Ambulance,0,1,FL,Tampa,4,AGENT00598,VNDR00451,2002-06-16
2021-02-01,TXN00006183,A00009432,2018-07-25,2021-01-12,29,2021-01-17,Life,91.21,88000,Patrick Padilla,AZ,85306,Y,1,54,65,1885,-86115,Y,1,3,M,Own,LI,Bachelor,A,Major Loss,Ambulance,0,1,CO,Arvada,18,AGENT00634,VNDR00023,2012-03-24
2021-02-01,TXN00006184,A00000263,2011-03-16,2021-01-20,118,2021-01-25,Property,84.85,16000,James Clark,CA,95928,Y,1,32,8,944,-15056,Y,1,6,M,Mortgage,MI,Bachelor,A,Total Loss,Ambulance,1,1,MA,Chelmsford,8,AGENT00521,VNDR00451,2001-11-05
2021-02-01,TXN00006185,A00007180,2017-04-21,2021-01-15,44,2021-01-20,Life,86.14,66000,Max Jackson,CA,96002,N,0,60,30,1320,-64680,Y,1,5,M,Mortgage,MI,Bachelor,A,Major Loss,Ambulance,0,1,CT,Manchester,6,AGENT00211,VNDR00458,2013-08-15
2021-02-01,TXN00006186,A00009546,2016-02-16,2021-01-27,59,2021-01-28,Property,159.08,32000,Jerrie Davis,CT,6040,Y,1,49,71,4189,-27811,Y,1,5,M,Mortgage,HI,PhD,A,Total Loss,Police,1,1,DC,Washington,7,AGENT00401,VNDR00161,2000-05-06
2021-02-01,TXN00006187,A00004272,2014-08-06,2021-01-27,77,2021-01-28,Motor,128.55,7000,George Williams,CT,6042,Y,1,35,20,1540,-5460,Y,1,4,M,Own,HI,High School,A,Total Loss,Ambulance,0,1,FL,Panama City Beach,8,AGENT00696,VNDR00451,1999-02-17
2021-02-01,TXN00006188,A00005741,2015-01-03,2021-01-29,72,2021-01-29,Health,101.24,20000,Robert Krantz,CT,6040,Y,1,38,102,7344,-12656,Y,1,6,L,Rent,HI,High School,A,Minor Loss,Ambulance,1,1,KY,Louisville,3,AGENT00490,VNDR00474,2015-06-12
2021-02-01,TXN00006189,A00001492,2019-01-30,2021-01-17,23,2021-01-22,Health,162.1,12000,Amanda Brookins,AL,36064,Y,1,31,86,1978,-10022,Y,1,2,L,Own,LI,Bachelor,A,Minor Loss,Ambulance,0,0,OK,Oklahoma City,8,AGENT00471,VNDR00072,2017-10-18
2021-02-01,TXN00006191,A00001619,2016-06-28,2021-01-29,55,2021-01-29,Life,72.48,70000,Dale Large,VT,5739,Y,1,30,58,3190,-66810,Y,1,5,L,Mortgage,MI,High School,A,Total Loss,Ambulance,1,1,OK,Oklahoma City,4,AGENT00809,VNDR00378,1992-09-19
2021-02-01,TXN00006192,A00007910,2014-05-23,2021-01-29,80,2021-01-29,Motor,83.14,4000,Benjamin Ramos,AL,36116,Y,1,43,65,5200,1200,Y,1,2,L,Own,MI,Bachelor,A,Major Loss,Ambulance,1,1,AL,Montgomery,3,AGENT00244,VNDR00451,2017-05-31
2021-02-01,TXN00006193,A00000907,2016-06-01,2021-01-29,55,2021-01-29,Motor,85.75,9000,Hazel Mitchell,GA,31401,Y,1,45,73,4015,-4985,Y,1,2,L,Rent,HI,High School,A,Total Loss,Ambulance,1,1,AK,Anchorage,4,AGENT00330,VNDR00012,2014-11-25
2021-02-01,TXN00006194,A00003300,2012-05-30,2021-01-22,103,2021-01-25,Health,161.0,6000,Gerald Custer,CA,92277,Y,1,63,117,12051,6051,Y,1,2,L,Mortgage,LI,Bachelor,A,Total Loss,Police,0,1,CA,Hayward,20,AGENT01115,VNDR00451,1999-10-27
2021-02-01,TXN00006195,A00007442,2019-12-14,2021-01-17,13,2021-01-22,Life,67.66,55000,Nicole Hicks,GA,31401,Y,1,34,28,364,-54636,Y,1,4,L,Rent,MI,Bachelor,A,Total Loss,Other,1,0,VT,Fairfax,3,AGENT00072,VNDR00451,1992-12-02
2021-02-01,TXN00006196,A00007132,2015-10-05,2021-01-15,63,2021-01-20,Health,101.98,10000,David Hill,DC,20011,Y,1,45,72,4536,-5464,Y,1,3,L,Own,LI,High School,A,Minor Loss,Police,1,1,CO,Arvada,2,AGENT01103,VNDR00451,2003-01-04
2021-02-01,TXN00006197,A00007211,2017-03-23,2021-01-29,46,2021-01-29,Travel,91.25,4000,Randy Cooper,TN,37220,Y,1,56,22,1012,-2988,Y,1,3,L,Own,LI,High School,A,Total Loss,Ambulance,0,0,VT,Reading,22,AGENT00301,VNDR00451,1995-10-19
2021-02-01,TXN00006198,A00009662,2018-05-01,2021-01-12,32,2021-01-17,Life,67.59,42000,Dorothy Wallace,CO,81435,Y,1,63,115,3680,-38320,Y,1,6,L,Mortgage,HI,Bachelor,A,Total Loss,Ambulance,1,1,DC,Washington,8,AGENT00073,VNDR00293,2011-07-07
2021-02-01,TXN00006199,A00009154,2017-09-27,2021-01-14,39,2021-01-19,Travel,84.1,5000,Madeline Ham,AL,36105,Y,1,61,103,4017,-983,Y,1,7,L,Own,MI,Bachelor,A,Major Loss,Police,1,1,CO,Arvada,6,AGENT00412,VNDR00449,2000-02-15
2021-02-01,TXN00006200,A00001905,2017-10-14,2021-01-26,39,2021-01-28,Life,67.77,69000,Alison Harper,VT,5482,Y,1,31,14,546,-68454,Y,1,4,L,Own,MI,Bachelor,A,Total Loss,Ambulance,1,0,TN,Nashville,5,AGENT00292,VNDR00437,2018-01-23
2021-02-01,TXN00006201,A00008880,2015-10-30,2021-01-21,62,2021-01-26,Travel,72.38,5000,Terri Krock,GA,31406,N,0,56,59,3658,-1342,Y,1,3,M,Mortgage,LI,MD,A,Total Loss,Other,1,1,CO,Pueblo,22,AGENT00030,VNDR00410,1996-02-21
2021-02-01,TXN00006202,A00001252,2019-05-05,2021-01-20,20,2021-01-25,Property,147.98,14000,Suzanne Switzer,AR,72703,Y,1,52,78,1560,-12440,Y,1,2,L,Own,MI,Bachelor,A,Total Loss,Ambulance,0,1,FL,Panama City Beach,1,AGENT00093,VNDR00312,2015-01-13
2021-02-01,TXN00006203,A00008334,2010-09-08,2021-01-15,124,2021-01-20,Health,148.6,7000,Inez Faucher,CO,80003,Y,1,35,34,4216,-2784,Y,1,7,M,Mortgage,MI,MD,A,Minor Loss,Police,1,0,CO,Arvada,17,AGENT01025,VNDR00226,2011-08-27
2021-02-01,TXN00006204,A00005022,2011-11-26,2021-01-14,109,2021-01-19,Travel,58.08,5000,Elizabeth Hughes,CA,94501,Y,1,34,96,10464,5464,Y,1,3,M,Rent,MI,College,A,Minor Loss,Police,0,1,CT,Manchester,18,AGENT00871,VNDR00451,1999-04-26
2021-02-01,TXN00006205,A00004751,2013-04-11,2021-01-26,93,2021-01-28,Property,120.96,40000,John Hill,MA,1902,Y,1,36,29,2697,-37303,Y,1,2,M,Rent,MI,Bachelor,A,Minor Loss,Ambulance,0,1,KY,Louisville,1,AGENT00951,VNDR00451,2002-07-20
2021-02-01,TXN00006206,A00003212,2012-06-14,2021-01-20,103,2021-01-25,Mobile,7.24,700,Paul Griffin,DC,20017,Y,1,46,14,1442,742,Y,1,2,H,Mortgage,HI,Bachelor,A,Major Loss,Ambulance,1,0,FL,Panama City,22,AGENT00066,VNDR00211,2014-09-16
2021-02-02,TXN00006207,A00006961,2018-12-06,2021-02-01,25,2021-02-01,Travel,53.52,3000,Leeanne Bishop,CT,6042,N,0,39,57,1425,-1575,Y,1,3,M,Mortgage,MI,Masters,A,Total Loss,Police,0,0,AL,Montgomery,12,AGENT00508,VNDR00500,2007-03-02
2021-02-02,TXN00006208,A00006652,2010-06-22,2021-01-21,126,2021-01-26,Travel,72.03,5000,Elvira Steverson,TN,37211,Y,1,40,30,3780,-1220,Y,1,3,M,Mortgage,MI,Masters,A,Total Loss,Ambulance,1,0,MD,Pasadena,23,AGENT00087,VNDR00114,1998-11-27
2021-02-02,TXN00006209,A00004403,2016-03-22,2021-01-27,58,2021-01-29,Travel,56.94,3000,Tiffany Scott,GA,31408,N,0,28,111,6438,3438,Y,1,4,M,Own,LI,College,A,Minor Loss,Ambulance,0,1,OK,Oklahoma City,14,AGENT00703,VNDR00349,2010-05-20
2021-02-02,TXN00006210,A00005372,2015-09-25,2021-01-24,63,2021-01-27,Property,147.44,26000,Charles Safford,CA,93449,Y,1,26,60,3780,-22220,Y,1,3,L,Mortgage,LI,High School,A,Major Loss,Ambulance,1,1,DC,Washington,13,AGENT00605,VNDR00406,1999-02-15
2021-02-02,TXN00006211,A00009191,2014-12-22,2021-01-17,72,2021-01-22,Travel,88.85,3000,Karen Gosa,AZ,85301,Y,1,57,102,7344,4344,Y,1,2,M,Own,LI,College,A,Minor Loss,Police,1,0,AL,Montgomery,12,AGENT00988,VNDR00137,1995-12-07
2021-02-02,TXN00006212,A00008778,2018-02-13,2021-01-28,35,2021-01-29,Life,99.12,58000,Nora Lucas,MD,21403,Y,1,39,115,4025,-53975,Y,1,4,M,Mortgage,LI,Masters,A,Major Loss,Police,1,0,CO,Aurora,0,AGENT00178,VNDR00329,2011-05-02
2021-02-02,TXN00006214,A00007323,2017-05-12,2021-01-21,44,2021-01-26,Life,50.79,17000,Mary Opperman,MD,21409,Y,1,25,46,2024,-14976,Y,1,3,H,Mortgage,LI,High School,A,Minor Loss,Police,1,0,AR,Fayetteville,9,AGENT00918,VNDR00451,2006-05-01
2021-02-02,TXN00006215,A00006477,2019-01-07,2021-01-16,24,2021-01-21,Property,139.02,36000,Gene Willcutt,AR,72730,N,0,60,43,1032,-34968,Y,1,4,L,Mortgage,LI,Bachelor,A,Total Loss,Police,1,1,AL,Montgomery,19,AGENT00141,VNDR00541,2003-04-18
2021-02-02,TXN00006216,A00002538,2015-07-06,2021-01-23,66,2021-01-26,Health,130.46,13000,Lorena Ansbro,AL,36116,Y,1,25,106,6996,-6004,Y,1,6,M,Rent,LI,Bachelor,A,Total Loss,Ambulance,1,0,MA,Pittsfield,9,AGENT00682,VNDR00168,2000-08-10
2021-02-02,TXN00006217,A00006030,2012-03-28,2021-01-25,105,2021-01-28,Mobile,8.6,600,Florence Boyden,AL,36106,Y,1,46,100,10500,9900,N,0,7,M,Rent,MI,Bachelor,A,Major Loss,Ambulance,1,0,MA,West Tisbury,7,AGENT00649,VNDR00211,2004-06-09
2021-02-02,TXN00006218,A00008800,2019-11-22,2021-01-26,14,2021-01-28,Health,155.47,7000,Tasha Page,MA,1949,N,0,40,90,1260,-5740,Y,1,3,L,Rent,MI,High School,A,Minor Loss,Ambulance,0,1,MD,Annapolis,3,AGENT00204,VNDR00451,1991-06-04
2021-02-02,TXN00006220,A00009028,2019-06-24,2021-01-31,19,2021-01-31,Health,102.64,7000,Selma Philbrick,AZ,85382,N,0,37,25,475,-6525,Y,1,3,L,Rent,MI,High School,A,Major Loss,Ambulance,1,1,VT,Saint Albans City,10,AGENT00685,VNDR00506,2000-04-11
2021-02-02,TXN00006221,A00002801,2019-10-02,2021-01-28,15,2021-01-29,Mobile,8.9,400,Anna Nelson,AL,36111,Y,1,54,38,570,170,Y,1,2,M,Mortgage,MI,Masters,A,Major Loss,Ambulance,1,1,AL,Montgomery,10,AGENT01153,VNDR00553,2006-08-14
2021-02-02,TXN00006222,A00004768,2014-11-20,2021-01-15,73,2021-01-20,Mobile,10.93,100,Samantha Powell,CA,95616,Y,1,64,66,4818,4718,Y,1,2,M,Mortgage,HI,College,A,Major Loss,Other,0,0,GA,Savannah,23,AGENT00582,VNDR00094,2015-03-12
2021-02-02,TXN00006223,A00000742,2019-02-23,2021-01-24,23,2021-01-27,Travel,62.85,4000,Sang Anderson,TN,37013,N,0,29,107,2461,-1539,Y,1,6,M,Mortgage,LI,Masters,A,Total Loss,Ambulance,1,1,KY,Louisville,22,AGENT00758,VNDR00112,1994-10-06
2021-02-02,TXN00006224,A00002242,2013-11-23,2021-01-20,85,2021-01-25,Health,142.94,15000,Clara Schoen,CO,80005,Y,1,35,41,3485,-11515,Y,1,4,M,Mortgage,MI,High School,A,Total Loss,Other,1,1,FL,Panama City,6,AGENT00942,VNDR00086,2018-06-24
2021-02-02,TXN00006225,A00001529,2015-11-06,2021-01-16,62,2021-01-21,Mobile,8.17,700,Michael Henke,VT,5452,N,0,27,69,4278,3578,Y,1,5,H,Rent,MI,Bachelor,A,Total Loss,Ambulance,0,1,AL,Montgomery,14,AGENT01081,VNDR00211,1998-08-21
2021-02-02,TXN00006226,A00001677,2011-01-23,2021-01-14,119,2021-01-19,Health,172.86,7000,Daniel Robinson,CT,6040,Y,1,47,68,8092,1092,Y,1,6,L,Rent,MI,College,A,Total Loss,Ambulance,0,1,FL,Panama City,7,AGENT00111,VNDR00451,2013-09-07
2021-02-02,TXN00006227,A00005577,2010-12-01,2021-01-26,121,2021-01-28,Travel,59.34,2000,Robert Armstead,MD,21061,Y,1,31,95,11495,9495,Y,1,3,L,Own,HI,PhD,A,Total Loss,Other,1,1,FL,Panama City,6,AGENT01123,VNDR00584,2004-05-18
2021-02-03,TXN00006228,A00003415,2019-12-02,2021-01-21,13,2021-01-26,Mobile,11.54,500,Loren Mckinney,VT,5906,Y,1,25,57,741,241,Y,1,5,L,Rent,MI,Bachelor,A,Minor Loss,Ambulance,0,0,KY,Louisville,13,AGENT00432,VNDR00451,2001-05-09
2021-02-03,TXN00006229,A00002755,2012-12-25,2021-01-16,96,2021-01-21,Travel,95.25,2000,Emeline Valverde,DC,20020,Y,1,27,101,9696,7696,Y,1,3,L,Rent,HI,PhD,A,Major Loss,Other,1,1,KY,Prospect,18,AGENT00829,VNDR00451,1997-04-05
2021-02-03,TXN00006230,A00003250,2015-12-24,2021-01-17,60,2021-01-22,Mobile,10.16,500,Todd Peterson,VT,5149,N,0,33,118,7080,6580,Y,1,6,L,Own,MI,College,A,Major Loss,Ambulance,1,1,OK,Oklahoma City,4,AGENT00141,VNDR00537,2003-04-18
2021-02-03,TXN00006231,A00003732,2019-07-01,2021-01-21,18,2021-01-26,Health,172.79,18000,Mary Melear,FL,32404,N,0,29,47,846,-17154,Y,1,6,M,Own,MI,Bachelor,A,Major Loss,Ambulance,1,1,DC,Washington,9,AGENT00311,VNDR00503,2000-10-02
2021-02-03,TXN00006232,A00008812,2015-01-03,2021-01-23,72,2021-01-28,Health,150.51,5000,Kathryn Solomon,MA,2664,Y,1,28,98,7056,2056,Y,1,2,L,Mortgage,LI,MD,A,Total Loss,Other,1,0,OK,Oklahoma City,10,AGENT00085,VNDR00451,2000-12-19
2021-02-03,TXN00006233,A00008584,2015-10-26,2021-01-16,62,2021-01-21,Health,179.36,5000,Jim Hughes,AL,36116,Y,1,30,68,4216,-784,Y,1,3,L,Rent,MI,MD,A,Minor Loss,Police,1,0,CT,Manchester,7,AGENT00566,VNDR00252,2014-02-05
2021-02-03,TXN00006234,A00005531,2019-05-05,2021-01-20,20,2021-01-25,Motor,110.42,4000,Lisa Hargrove,AL,36109,Y,1,28,19,380,-3620,Y,1,3,H,Mortgage,HI,High School,A,Total Loss,Ambulance,1,1,CO,Arvada,15,AGENT00881,VNDR00451,2014-07-19
2021-02-03,TXN00006235,A00009457,2011-06-17,2021-01-18,115,2021-01-23,Motor,136.95,7000,Michelle Graham,CO,80003,Y,1,25,38,4370,-2630,Y,1,4,M,Mortgage,MI,College,A,Major Loss,Ambulance,1,0,CO,Arvada,22,AGENT01075,VNDR00564,1996-03-22
2021-02-03,TXN00006236,A00003683,2011-09-14,2021-01-28,112,2021-01-30,Travel,51.66,4000,Barbara Turner,AR,72704,Y,1,30,111,12432,8432,N,0,4,M,Own,LI,High School,A,Major Loss,Ambulance,0,0,CA,Alameda,14,AGENT00136,VNDR00169,1998-03-31
2021-02-03,TXN00006237,A00001588,2016-03-13,2021-01-30,58,2021-01-31,Property,138.44,16000,Jesse Thompson,TN,37076,Y,1,30,13,754,-15246,N,0,7,H,Rent,HI,Bachelor,A,Major Loss,Ambulance,0,1,KY,Louisville,1,AGENT01175,VNDR00582,2002-01-25
2021-02-03,TXN00006238,A00005180,2017-12-06,2021-01-25,37,2021-01-28,Property,112.37,15000,Christopher Crutcher,AL,36108,Y,1,57,40,1480,-13520,Y,1,4,H,Mortgage,MI,Masters,A,Total Loss,Police,1,1,DC,Washington,5,AGENT00771,VNDR00189,1995-04-13
2021-02-03,TXN00006240,A00001421,2017-09-09,2021-01-14,40,2021-01-19,Motor,77.77,9000,John Hopkins,FL,33614,Y,1,53,44,1760,-7240,Y,1,7,L,Own,MI,Bachelor,A,Minor Loss,Ambulance,1,1,TN,Nashville,21,AGENT01078,VNDR00238,2003-08-26
2021-02-03,TXN00006241,A00006973,2014-07-29,2021-01-30,78,2021-01-31,Mobile,10.74,600,Patricia Carter,CT,6042,N,0,57,6,468,-132,Y,1,3,L,Mortgage,HI,Bachelor,A,Minor Loss,Ambulance,0,1,CO,Arvada,9,AGENT00891,VNDR00451,2005-01-03
2021-02-03,TXN00006242,A00008653,2010-07-04,2021-01-21,126,2021-01-26,Life,70.99,50000,Thomas Edward,AZ,85307,Y,1,31,112,14112,-35888,N,0,4,L,Own,MI,Masters,A,Minor Loss,Police,0,1,CT,Manchester,23,AGENT00979,VNDR00451,1998-08-06
2021-02-03,TXN00006243,A00008375,2015-11-03,2021-02-02,62,2021-02-02,Mobile,9.03,400,Isabel Frank,MA,2139,N,0,25,108,6696,6296,Y,1,5,L,Mortgage,MI,High School,A,Total Loss,Ambulance,0,0,CT,Manchester,1,AGENT00222,VNDR00103,2012-11-19
2021-02-03,TXN00006244,A00001189,2013-10-21,2021-01-22,87,2021-01-27,Travel,69.2,5000,Zachery Edwards,AZ,85306,Y,1,53,53,4611,-389,Y,1,2,M,Mortgage,MI,Bachelor,A,Minor Loss,Police,0,0,TN,Nashville,23,AGENT00839,VNDR00431,2000-08-09
2021-02-03,TXN00006245,A00005600,2011-02-10,2021-01-15,119,2021-01-20,Life,60.94,36000,Dwight Rider,AZ,85310,Y,1,31,32,3808,-32192,Y,1,6,M,Mortgage,LI,Bachelor,A,Major Loss,Police,1,1,CT,Manchester,16,AGENT00643,VNDR00451,2017-07-02
2021-02-03,TXN00006246,A00009921,2016-03-29,2021-01-29,58,2021-01-30,Property,115.06,20000,Phillip Peterson,KY,40245,N,0,52,6,348,-19652,N,0,7,H,Rent,MI,Bachelor,A,Total Loss,Ambulance,0,1,AK,Anchorage,22,AGENT00414,VNDR00043,2016-06-17
2021-02-03,TXN00006247,A00008301,2012-06-01,2021-01-26,103,2021-01-29,Life,61.44,69000,Shirley Baugus,AZ,85310,N,0,32,17,1751,-67249,Y,1,7,M,Own,MI,High School,A,Total Loss,Ambulance,1,1,CA,Oakland,15,AGENT00121,VNDR00591,2009-06-01
2021-02-03,TXN00006248,A00006866,2011-10-13,2021-01-19,111,2021-01-24,Travel,57.79,3000,Jennifer Johnston,MA,1001,Y,1,55,19,2109,-891,Y,1,4,L,Own,MI,Bachelor,A,Major Loss,Police,1,1,CT,Manchester,17,AGENT00779,VNDR00134,1990-10-12
2021-02-03,TXN00006249,A00008991,2019-09-30,2021-02-02,16,2021-02-02,Motor,136.66,4000,John Iman,TN,37207,Y,1,30,63,1008,-2992,Y,1,3,L,Rent,MI,High School,A,Total Loss,Police,0,1,CT,Manchester,15,AGENT00390,VNDR00428,2008-08-10
2021-02-03,TXN00006250,A00008639,2016-08-07,2021-01-18,53,2021-01-23,Health,108.46,11000,Patricia Sandlin,MA,2766,Y,1,55,60,3180,-7820,N,0,6,M,Mortgage,HI,PhD,A,Major Loss,Ambulance,0,1,AR,Fayetteville,22,AGENT00022,VNDR00451,1997-01-13
